"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"UQCC3",1.55501251363134,5.29401062787197,13.5066599899646,1.85038427496146e-36,6.3994630815547e-36,71.4055828914394
"ARNT",-0.519263744019701,5.59438367099179,-13.506270185901,1.85789861959668e-36,6.42405726602408e-36,71.1137764600303
"YARS2",0.580742882990096,3.74234436083262,13.5048257506543,1.88600935522019e-36,6.5198414925634e-36,71.5262221895948
"SNRPC",0.617732330463586,5.74612557270042,13.5016759158112,1.9487877243691e-36,6.73540249922884e-36,71.1437627120615
"PITHD1",0.576998361823788,6.19722855534788,13.5014876011749,1.95260623888048e-36,6.74713710118248e-36,71.0854999597439
"RPS15A",0.76233737566306,9.43962227629998,13.5009054735173,1.96445742407596e-36,6.78661710874963e-36,71.0865296512011
"POMP",0.646567823113291,6.07044260994813,13.4987984672784,2.00795494472258e-36,6.93538500950767e-36,71.0762477145965
"NBPF10",-1.00605528265362,3.46167993967352,-13.4939604439411,2.1114976437934e-36,7.29143683753615e-36,71.2489492629465
"VPS8",-0.517670724477519,5.12452362622733,-13.490896173282,2.1798128824363e-36,7.52571309205863e-36,70.9992711347237
"NSMCE4A",-0.574858078231256,5.40083221888708,-13.4903477851538,2.19226898154726e-36,7.56707829490328e-36,70.9625664069735
"RAB5A",0.519002221005983,5.99641022964524,13.4888191423708,2.22736620569534e-36,7.6865592809664e-36,70.969280851639
"FERMT2",-1.19462305438685,5.7428565226747,-13.4887932118549,2.22796636659497e-36,7.68696620855493e-36,70.9014280622989
"NSDHL",0.7237176863527,4.59485880744228,13.4870894079341,2.26775597321034e-36,7.82255576995733e-36,71.2074508925388
"KDM4D",0.903517579345813,0.499931761928576,13.4863635870843,2.28492065169617e-36,7.8800595387358e-36,71.6869203669547
"ZNF774",-0.912882535031741,2.09974347290479,-13.4858511520274,2.29711693608071e-36,7.92040751917077e-36,71.4273556849005
"MVB12B",-0.657544722146666,4.37099318932984,-13.4851237668879,2.31454062390593e-36,7.9787581196065e-36,71.0354652415861
"ARMC8",-0.44410155421689,5.23258367418794,-13.4849439560429,2.31886804755466e-36,7.99056159692315e-36,70.9322195853831
"LRRTM2",-1.65960383412998,-2.51556107074182,-13.4849398380015,2.31896724889376e-36,7.99056159692315e-36,71.73397854744
"EBNA1BP2",0.603126182190118,5.70008984046372,13.4825423154388,2.37744597242684e-36,8.19029366770777e-36,70.9502605123608
"XPOT",0.687807291255151,6.60141907897878,13.4813814937578,2.40628552147802e-36,8.28785462669828e-36,70.8531701028515
"GRAMD1B",-1.22945521312982,1.05308810545361,-13.4777144009058,2.49970050642915e-36,8.60773948422567e-36,71.4463171352652
"PTPN12",-0.747408993395621,5.53833397264322,-13.4752860415051,2.5635397960466e-36,8.82566400625978e-36,70.7859643560602
"SEC22C",0.724038983565244,6.83549047527647,13.474510383613,2.58427140819758e-36,8.89511687468569e-36,70.7708649763409
"PADI1",-2.6265848250688,-3.25137730857946,-13.4722241166808,2.64635503334254e-36,9.10684353011227e-36,71.6074584784687
"KCNH3",-1.71752109491076,-0.278621826711121,-13.4720053150795,2.65237394195283e-36,9.12558615038379e-36,71.4781116089023
"FUNDC1",0.830868877932982,4.06453133311348,13.4712524384909,2.67318885701403e-36,9.19521587846431e-36,71.157390981432
"GSDMD",-1.50275103185565,5.63689871537256,-13.4693832259349,2.72557359147136e-36,9.37338577088532e-36,70.6995968251981
"CHST6",-1.74805321608077,-0.562964152660964,-13.4636004417972,2.89420032545949e-36,9.95115469970327e-36,71.4094899974562
"AQP6",-2.07349403286459,-2.95337482326774,-13.4634026650549,2.90014776761316e-36,9.96945339999002e-36,71.5189849563369
"TSNAX",0.564436452018912,5.37574954303463,13.4622168947294,2.93606185947148e-36,1.00907343768813e-35,70.7834391059194
"HCFC2",-0.684441462863522,4.16431537023377,-13.4615654926927,2.95597944340514e-36,1.01569976994779e-35,70.8242971732065
"EIF2AK3",0.957459801493796,5.72314599006972,13.459133946471,3.03152391008909e-36,1.04143299842285e-35,70.7448448502469
"GNAZ",-1.34942214678196,3.20618137511846,-13.4590850517717,3.0330625586673e-36,1.04173706496782e-35,70.9062098845413
"EBF3",-1.44614567565205,1.25057094829241,-13.4585214793392,3.05085366834353e-36,1.04762187577328e-35,71.2087780938932
"CIITA",-1.3539025571004,3.52583887406358,-13.4528782902876,3.23483436668404e-36,1.11055911705672e-35,70.7733772355832
"STOM",-1.24144190410124,6.71003830548741,-13.4526512425392,3.24246358785173e-36,1.11293862167004e-35,70.5265662768826
"NCAPD3",2.46049204955476,7.57305443943911,13.4500322807364,3.33177213050454e-36,1.14334656103859e-35,70.578212578869
"CASC3",-0.378313147654985,7.01302036078524,-13.446430183828,3.45862275072298e-36,1.18662175304615e-35,70.4567487551667
"TRPV4",-1.72242547850109,2.48529771958823,-13.4462345236982,3.46564921578057e-36,1.18877659779519e-35,70.8665797247493
"CLPP",0.80486341723853,5.74642852775025,13.4458743375208,3.47862127880686e-36,1.19296951773196e-35,70.5878582564602
"PSMD12",0.439686619468824,5.56377912578123,13.4444127745388,3.53175756280514e-36,1.21093171759763e-35,70.556514288245
"SNX8",0.810212736499753,4.49288070423144,13.4426350265116,3.59748006045959e-36,1.23320069169303e-35,70.7811975370255
"AGTRAP",1.00188111832998,6.76556628814508,13.4395453676435,3.71461516978919e-36,1.27308032264974e-35,70.4283295386942
"SLC12A9",-0.622125396989266,5.70885871306091,-13.4389043622903,3.73938881782972e-36,1.28129530860287e-35,70.4049117466668
"DAZAP1",-0.556885162898764,6.59735705478829,-13.4385614718319,3.75270839073379e-36,1.28558288734787e-35,70.3738065776416
"REEP3",0.796565565495808,6.11649962991031,13.4385277442345,3.75402108905454e-36,1.28575625611365e-35,70.4609312241641
"PRAC2",2.25312800802022,3.44133292028978,13.4375434448683,3.79253275017478e-36,1.29866749812644e-35,71.0356971679025
"GPR78",-2.26957635095667,-3.0214012193693,-13.4374949283475,3.79444115112126e-36,1.29904192330053e-35,71.2493986248693
"DTWD2",1.34072050074896,3.16199404161312,13.4314294567646,4.04072110480443e-36,1.38305978979134e-35,70.9244216711771
"C17orf58",1.42939930514357,3.83641485510782,13.4313023633038,4.04604838207012e-36,1.38458589974662e-35,70.850940839584
"SEC22B",0.496401367842448,7.03917128702172,13.4305270836497,4.07869703389639e-36,1.39545891221954e-35,70.3011055336144
