"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NRCAM",-0.0189061309032281,2.61627333274309,-0.111751774749956,0.911037877512906,0.917128758457031,-8.14474579103202
"C11orf88",-0.01787506315585,-3.43651740266292,-0.111156374948735,0.911509901175976,0.917547137909237,-7.60754330957191
"TARBP1",0.00709727186839793,5.81752037068025,0.110762734806037,0.91182199011143,0.917804481504833,-8.71970897535454
"MAPK8IP1",-0.0114803654127518,3.61648828583601,-0.108353354140347,0.913732509609689,0.919670611578434,-8.31914272582829
"SOX30",-0.0140722715383803,-2.94036008412481,-0.108203778434036,0.91385113230531,0.919733080427588,-7.63871851300593
"C10orf82",0.0333475527848992,-0.464887128462839,0.107964897747456,0.914040583303129,0.919866821317871,-7.80618674746861
"HIST4H4",0.0133724599618377,0.519309564093882,0.107605787899619,0.914325394591557,0.920096507849499,-7.88406385923666
"GDF15",0.0212931749473557,3.14997345787939,0.105583726311975,0.915929303350656,0.921653507276057,-8.21980631560946
"LRRC63",-0.0132788006552973,-2.39584421333542,-0.105200948181554,0.916232963541638,0.921902020363452,-7.67396532975134
"LXN",0.00815047115078427,3.88435210431559,0.104802819658731,0.916548814274258,0.922162767909917,-8.37068123914801
"DNAH10",-0.0115526611354288,-0.508543497977852,-0.104694468148889,0.916634775996772,0.922192200399623,-7.8056815404741
"RPL28",0.00669379807363057,9.26322917148659,0.10389889438768,0.917265981990611,0.922770145322073,-8.80503301592942
"AAMP",-0.00399024420711402,6.93725452132309,-0.103065909730289,0.917926925636786,0.923377932989324,-8.80760309346578
"IL17RD",0.0121701463337773,4.54131042020879,0.10269870753393,0.918218305558262,0.92361391012485,-8.50310632662794
"SMCO4",0.0104085371912688,3.33540290974626,0.101770145996471,0.918955180704598,0.924297943383113,-8.25823462110461
"SMAD5",-0.00475167716554026,6.17020209851386,-0.0977740785413066,0.922127112585128,0.927430954595792,-8.7597384798742
"CUL1",-0.00317485128137651,6.27626790224943,-0.0976705676020644,0.922209292474295,0.927456247014037,-8.76858251108497
"POU3F1",-0.0130420592749108,-1.51320767581574,-0.0939105174979056,0.925195045758852,0.930401449145412,-7.73481769990686
"TRIM6",-0.00995080018168037,2.66642883308088,-0.0930768791217616,0.925857159660825,0.931009716201109,-8.14916900039773
"UBR2",0.00371071954784252,6.16160998774435,0.0925946580420699,0.926240185301991,0.931337283953563,-8.75856399927958
"F5",0.0132361875145112,0.835787581701589,0.0917634929846248,0.926900415416338,0.931943523896407,-7.91632878644438
"CCDC171",-0.00577676467943844,2.15166697209477,-0.0884215325431419,0.929555582278698,0.934555355735158,-8.07249999924944
"PCDHB1",0.0151077803451685,-4.29168694792363,0.0877862137111359,0.930060428891471,0.935005112180582,-7.55760816545907
"BARX1",-0.0186705772270983,-2.21461046431936,-0.0875212488941055,0.930270987560999,0.935158978779561,-7.68677068674949
"MRM1",-0.0068627511261572,2.56677252903623,-0.0873197441676506,0.930431119893171,0.935262138194013,-8.13127996134846
"LBX2",-0.00862651153132332,-0.69602561960256,-0.0868983321507203,0.930766017865276,0.935540947062558,-7.7928809216654
"RAB9A",-0.00424623803237356,4.78418585478014,-0.0867121640949675,0.930913970345332,0.935631828538677,-8.55967927224226
"WDR44",-0.00479176274221071,4.33887236950707,-0.0863982238962043,0.931163472002513,0.9358247563009,-8.4747830885488
"PPIL2",-0.00320286224881361,5.89663387486825,-0.0853275855216929,0.932014404739355,0.936622064631776,-8.73212953897026
"SMG1",-0.0043111223139789,7.30556897930635,-0.0851194071989177,0.932179871865733,0.93673046260153,-8.82044692453714
"MRPL10",0.00396575072376759,5.41166427512765,0.0831822852210457,0.933719701251188,0.938219833276497,-8.66840310199614
"MTTP",0.0118127184576555,-3.11761674846076,0.0809784341382954,0.935471856791431,0.939922356202796,-7.6289228105909
"TMEM213",0.0215851086386509,-2.08220064691918,0.080591085323423,0.935779848186348,0.94017372366282,-7.69463746475603
"LARP7",0.00250585024126782,5.56185620895866,0.0764630655066598,0.939062735566016,0.943413739777263,-8.69100604144737
"COG4",-0.00324961579400362,5.74423595723675,-0.0748100040078876,0.940377658558267,0.944676395075027,-8.71500023477376
"RPS27",-0.00375643155285665,9.63457694774408,-0.0745419767790047,0.940590875470283,0.944832220452019,-8.79921857088455
